Genus,Latitude.2,Longitude.2,mesh.size.category,Land.use,LandCat,Leaf.condition,kd,pred_kd,ln_kd,ln_pred_kd,Average.of.nn.dists,N_Leaf_Mn,N_Leaf_Med,P_Leaf_Mn,P_Leaf_Med,NtoP_Leaf_Mn,NtoP_Leaf_Med,Thick_Mn,Thick_Med,C_Leaf_Mn,C_Leaf_Med,CtoN_Leaf_Mn,CtoN_Leaf_Med,Ca_Leaf_Mn,Ca_Leaf_Med,N_Litter_Mn,N_Litter_Med,CtoN_Litter_Mn,C_Litter_Mn,P_Litter_Mn,Lignin_Litter_Mn,Cellulose_Litter_Mn
Alnus,40.3201,-8.0915,coarse,forest - unspecified,Natural,senesced,0.1124,0.008608449,-2.185691342,-4.755011116,0.255309326,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,-41.24,-71.28,coarse,forest - unspecified,Natural,senesced,0.0217,0.01000744,-3.830443018,-4.604426463,0.126210905,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.3404,-8.0903,coarse,forest - unspecified,Natural,senesced,0.0898,0.011401461,-2.410170304,-4.474013774,0.274258219,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.3205,-8.0931,fine,forest - unspecified,Natural,senesced,0.0194,0.008615853,-3.942482213,-4.754151401,0.254987327,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,41.4612,-2.2548,coarse,forest - unspecified,Natural,senesced,0.0258,0.014668606,-3.657380787,-4.222045715,1.060335961,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,49.16,-122.34,coarse,forest - unspecified,Natural,senesced,0.007,0.007105307,-4.96184513,-4.946913309,0.237095911,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,42.03,9,coarse,forest - unspecified,Natural,green ,0.117,0.010599746,-2.145581344,-4.54692524,3.723305596,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,10.69,-62.29,coarse,forest - unspecified,Natural,senesced,0.0863,0.042958272,-2.449925681,-3.147526053,8.406811031,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,18.32,-65.82,coarse,forest - unspecified,Natural,senesced,0.1196,0.041536079,-2.123602437,-3.181192856,0.003253419,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,19.73,-100.66,coarse,forest - unspecified,Natural,senesced,0.0696,0.027240569,-2.664990712,-3.60304791,7.85008934,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,43.23,141.23,coarse,forest - unspecified,Natural,senesced,0.0226,0.040066404,-3.789805373,-3.217217101,0.259254589,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,45.04,-64.21,coarse,forest - unspecified,Natural,senesced,0.014175,0.01936649,-4.256275429,-3.944211026,0.678444794,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,45.48,5.04,coarse,forest - unspecified,Natural,senesced,0.011,0.051779906,-4.509860006,-2.96075312,2.004822449,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,-0.37,35.93,coarse,forest - unspecified,Natural,senesced,0.0216,0.048158738,-3.835061964,-3.033252683,1.10135609,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,3.15,113.94,coarse,forest - unspecified,Natural,senesced,0.0463,0.040827764,-3.072613318,-3.198392939,10.33374995,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,47.85,15.04,coarse,forest - unspecified,Natural,senesced,0.019,0.011091945,-3.9633163,-4.50153611,2.748002436,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.05,-8.14,coarse,forest - unspecified,Natural,senesced,0.04286,0.010282521,-3.149816289,-4.577309816,0.06997283,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.0521,-8.1206,coarse,forest - unspecified,Natural,senesced,0.0393,0.010853102,-3.23653076,-4.523304341,0.087177677,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,64.22,20.18,fine,forest - unspecified,Natural,senesced,0.0055,0.002925705,-5.203007187,-5.834219802,0.311669584,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,64.22,20.23,fine,forest - unspecified,Natural,senesced,0.0059,0.002926212,-5.132802928,-5.834046525,0.361563037,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,60.2,21.26,coarse,forest - unspecified,Natural,senesced,0.02945,0.010993538,-3.525061369,-4.510447633,2.549631842,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.1121,-8.2003,coarse,forest - unspecified,Natural,senesced,0.0525,0.007865432,-2.946942109,-4.845277817,0.022506398,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,63.57,20.2,coarse,forest - unspecified,Natural,senesced,0.0552,0.00492963,-2.896792326,-5.312491344,0.709929567,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.0929,-8.115,coarse,forest - unspecified,Natural,senesced,0.06515,0.008203112,-2.731062975,-4.803241685,0.08638182,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.3205,-8.0931,coarse,forest - unspecified,Natural,senesced,0.0447,0.008615853,-3.107781777,-4.754151401,0.254987327,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.3129,-8.1108,fine,forest - unspecified,Natural,senesced,0.0216,0.008666647,-3.835061964,-4.748273299,0.240934003,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,64.22,20.23,coarse,forest - unspecified,Natural,senesced,0.0141,0.002926212,-4.261580482,-5.834046525,0.361563037,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.05,-105.56,coarse,forest - unspecified,Natural,senesced,0.0359,0.013273538,-3.327017983,-4.32198285,5.513155583,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.3228,-8.0718,fine,forest - unspecified,Natural,senesced,0.0314,0.011386273,-3.460947386,-4.475346772,0.26673906,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,66,18,coarse,forest - unspecified,Natural,senesced,0.02105,0.010603134,-3.860854719,-4.546605661,2.474634899,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,-18.98,146.17,coarse,forest - unspecified,Natural,senesced,0.0767,0.018996857,-2.567853571,-3.963481735,16.45234073,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,63,18,coarse,forest - unspecified,Natural,senesced,0.01346,0.003465497,-4.308032955,-5.664899222,2.165325815,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.3412,-8.0904,fine,forest - unspecified,Natural,senesced,0.0203,0.011522346,-3.897134393,-4.463466999,0.274949577,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,41.4912,-2.27,coarse,forest - unspecified,Natural,senesced,0.0298,0.013669212,-3.513246885,-4.292609274,1.050023578,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,41.3525,-8.2237,fine,forest - unspecified,Natural,senesced,0.0179,0.023982515,-4.022954566,-3.730430256,0.996461592,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,9.09,-79.44,coarse,forest - unspecified,Natural,senesced,0.0483,0.041610155,-3.030323718,-3.179411031,9.387482209,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,46.13,-89.32,coarse,forest - unspecified,Natural,green ,0.077,0.006759665,-2.563949857,-4.996781946,0.184927664,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,45.48,5.04,fine,forest - unspecified,Natural,senesced,0.004,0.051779906,-5.521460918,-2.96075312,2.004822449,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,34.24,-111.38,coarse,forest - unspecified,Natural,senesced,0.017833333,0.013926417,-4.026685914,-4.273967739,0.270992318,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.3404,-8.0903,fine,forest - unspecified,Natural,senesced,0.0267,0.011401461,-3.623091714,-4.474013774,0.274258219,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,-40.81,175.54,fine,forest - unspecified,Natural,senesced,0.0046,0.027971505,-5.381698975,-3.576568966,2.086337617,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,22.25,114.1,fine,forest - unspecified,Natural,senesced,0.01,0.039511251,-4.605170186,-3.231169812,7.88288779,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,64.12,19.51,coarse,forest - unspecified,Natural,senesced,0.0197,0.003379451,-3.927136643,-5.690042009,0.287273642,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,64.2,20.36,coarse,forest - unspecified,Natural,senesced,0.0183,0.002898939,-4.000854219,-5.843410471,0.490902689,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.3228,-8.0718,coarse,forest - unspecified,Natural,senesced,0.1482,0.011386273,-1.909192566,-4.475346772,0.26673906,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,-36.88,-67,coarse,forest - unspecified,Natural,senesced,0.0424,0.013277418,-3.160606917,-4.321690582,5.614907736,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,-19.27,-43.52,coarse,forest - unspecified,Natural,senesced,0.0118,0.015497667,-4.439655748,-4.167065783,3.261335795,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,46.14,87.5,coarse,forest - unspecified,Natural,senesced,0.0058,0.01276586,-5.149897361,-4.360980859,30.23413737,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,41.3,-7.11,fine,forest - unspecified,Natural,senesced,0.005,0.012567025,-5.298317367,-4.376678959,1.629725672,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,41.33,-8.25,fine,forest - unspecified,Natural,senesced,0.0114,0.023919058,-4.474141924,-3.733079732,1.01171328,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,8.8,77.32,coarse,forest - unspecified,Natural,senesced,0.035,0.057760661,-3.352407217,-2.851447341,4.209836886,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,43.19,-3.2,coarse,forest - unspecified,Natural,senesced,0.0297,0.014400858,-3.516608233,-4.240467491,0.069642957,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,47.8,8.32,fine,forest - unspecified,Natural,senesced,0.0198,0.026373089,-3.922073341,-3.635411145,0.564426274,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,48.35,-85.16,fine,forest - unspecified,Natural,senesced,0.0012,0.002850622,-6.725433722,-5.860218063,2.089111855,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,51.57,-8.06,fine,forest - unspecified,Natural,senesced,0.0187,0.027519772,-3.979231755,-3.592850551,2.355368091,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,62,26,coarse,forest - unspecified,Natural,senesced,0.019,0.003021196,-3.9633163,-5.8021025,0.442347459,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,47.8,8.32,coarse,forest - unspecified,Natural,senesced,0.0777,0.026373089,-2.554900022,-3.635411145,0.564426274,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.0444,-8.123,coarse,forest - unspecified,Natural,senesced,0.0347,0.010724432,-3.361015592,-4.535230776,0.087755634,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.0444,-8.121,coarse,forest - unspecified,Natural,senesced,0.0461,0.010819536,-3.076942329,-4.52640189,0.089585689,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,-18.98,146.17,fine,forest - unspecified,Natural,senesced,0.019,0.018996857,-3.9633163,-3.963481735,16.45234073,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.0501,-8.1818,coarse,forest - unspecified,Natural,senesced,0.04735,0.010640949,-3.050188459,-4.543045607,0.031484745,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.0523,-8.1208,coarse,forest - unspecified,Natural,senesced,0.0461,0.010844513,-3.076942329,-4.524096041,0.086924026,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,60,18,coarse,forest - unspecified,Natural,senesced,0.015,0.010691828,-4.199705078,-4.538275568,1.670533742,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,61,18,coarse,forest - unspecified,Natural,senesced,0.023825,0.006730423,-3.737019829,-5.001117284,2.072753961,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,42.03,9,fine,forest - unspecified,Natural,green ,0.0011,0.010599746,-6.812445099,-4.54692524,3.723305596,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,63.53,20.12,coarse,forest - unspecified,Natural,senesced,0.0202,0.006080201,-3.902072675,-5.102717524,0.713655316,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.0444,-8.121,fine,forest - unspecified,Natural,senesced,0.0208,0.010819536,-3.872802292,-4.52640189,0.089585689,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.0521,-8.1206,fine,forest - unspecified,Natural,senesced,0.0234,0.010853102,-3.755019257,-4.523304341,0.087177677,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,64.21,20.19,coarse,forest - unspecified,Natural,senesced,0.0164,0.002923459,-4.110473944,-5.834987775,0.321119681,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,40.3159,-8.1353,fine,forest - unspecified,Natural,senesced,0.0163,0.008778902,-4.116590171,-4.735403936,0.235717401,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,41.27,-7.51,coarse,forest - unspecified,Natural,senesced,0.0135,0.015981779,-4.305065594,-4.136306018,1.316802358,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,45.42,85.87,coarse,forest - unspecified,Natural,senesced,0.0086,0.011638954,-4.755993076,-4.453397703,30.1772684,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
Alnus,46.2412,9.5547,coarse,forest - unspecified,Natural,senesced,0.0112,0.007084832,-4.491841501,-4.949799118,0.425573572,2.738034762,2.757721073,0.184034961,0.181013556,14.71345539,14.69238999,0.159339727,0.160189109,48.90260734,49.35445783,24.13156166,17.6572855,1.080566667,1.0887,2.164620833,2.16193125,29.35,48.72347988,0.151454802,12.58922482,10.06701754
